timestamps,TP9,AF7,AF8,TP10,Right AUX
1738233856.955,-28.320,-37.109,-16.602,-0.977,-55.664
1738233856.959,-37.109,-28.320,-13.672,-17.090,-190.430
1738233856.970,0.488,-20.020,-3.418,-25.879,-156.738
1738233856.974,12.207,-26.367,2.441,-16.602,-18.066
1738233856.978,-10.254,-26.855,1.465,-20.996,-53.223
1738233856.982,-28.809,-32.715,-4.883,-26.855,-139.160
1738233856.986,-31.250,-37.109,-7.324,-18.066,-52.246
1738233856.990,-8.789,-38.086,-6.348,-9.277,565.430
1738233856.994,-8.301,-34.668,-6.348,-6.348,811.523
1738233856.997,-24.414,-24.414,-14.160,-43.945,205.566
1738233857.001,-45.410,-35.645,-17.090,-57.617,-117.188
1738233857.005,-46.875,-41.992,-13.672,-46.387,-109.375
1738233857.009,-26.855,-34.668,-16.602,-42.480,-265.625
1738233857.013,-5.371,-34.668,-22.461,-33.691,-275.391
1738233857.015,-14.160,-41.016,-22.949,-41.016,-144.531
1738233857.019,-41.504,-49.316,-22.949,-39.062,-122.070
1738233857.023,-49.316,-49.805,-23.438,-41.504,-183.594
1738233857.027,-43.945,-45.410,-27.832,-58.594,-188.477
1738233857.031,-28.320,-45.898,-28.809,-33.203,81.543
1738233857.035,-30.273,-49.316,-27.344,-32.715,103.516
1738233857.039,-44.922,-60.059,-31.250,-47.363,0.000
1738233857.042,-52.734,-58.594,-33.203,-39.551,-46.387
1738233857.046,-40.527,-58.594,-27.344,-41.504,386.230
1738233857.050,-23.438,-63.965,-30.762,-38.574,532.227
1738233857.054,-19.043,-52.246,-33.691,-32.227,-91.309
1738233857.058,-21.973,-52.734,-27.832,-27.344,-265.137
1738233857.060,-41.016,-59.082,-26.367,-18.066,-125.977
1738233857.064,-41.016,-53.223,-26.855,-33.691,-242.676
1738233857.068,-15.137,-55.176,-31.738,-33.203,-233.398
1738233857.072,-17.578,-61.035,-31.738,-30.273,-148.438
1738233857.076,-25.879,-62.500,-26.367,-45.410,-173.828
1738233857.080,-48.828,-70.312,-30.273,-50.293,-43.945
1738233857.084,-55.664,-72.266,-36.133,-59.570,-55.176
1738233857.087,-25.879,-75.195,-34.668,-38.574,109.375
1738233857.091,-17.578,-68.848,-35.156,-14.160,462.402
1738233857.095,-28.320,-51.270,-40.039,-43.945,3.906
1738233857.099,-40.527,-63.477,-45.410,-48.828,-264.160
1738233857.103,-45.898,-74.707,-44.922,-34.180,-22.949
1738233857.120,-32.715,-59.570,-47.852,-35.645,-125.488
1738233857.124,-7.812,-56.641,-45.898,-25.391,-323.730
1738233857.128,-6.348,-71.777,-43.457,-20.020,-281.250
1738233857.132,-37.598,-78.125,-47.363,-20.996,-106.934
